store_id,sku_id,snapshot_date,stock_on_hand,reorder_point,safety_stock,last_restock_date
44,1007,2025-10-31,57,20,10,2025-10-24
42,1037,2025-10-31,141,20,10,2025-10-24
32,1041,2025-10-31,126,20,10,2025-10-24
1,1015,2025-10-31,113,20,10,2025-10-24
12,1016,2025-10-31,24,20,10,2025-10-24
23,1054,2025-10-31,70,20,10,2025-10-24
20,1127,2025-10-31,147,20,10,2025-10-24
11,1011,2025-10-31,35,20,10,2025-10-24
4,1028,2025-10-31,97,20,10,2025-10-24
5,1007,2025-10-31,26,20,10,2025-10-24
28,1114,2025-10-31,113,20,10,2025-10-24
49,1128,2025-10-31,135,20,10,2025-10-24
14,1038,2025-10-31,131,20,10,2025-10-24
10,1152,2025-10-31,60,20,10,2025-10-24
17,1068,2025-10-31,143,20,10,2025-10-24
20,1037,2025-10-31,117,20,10,2025-10-24
46,1120,2025-10-31,15,20,10,2025-10-24
30,1035,2025-10-31,118,20,10,2025-10-24
22,1134,2025-10-31,104,20,10,2025-10-24
8,1110,2025-10-31,31,20,10,2025-10-24
43,1161,2025-10-31,58,20,10,2025-10-24
20,1116,2025-10-31,40,20,10,2025-10-24
3,1110,2025-10-31,45,20,10,2025-10-24
18,1102,2025-10-31,120,20,10,2025-10-24
45,1099,2025-10-31,57,20,10,2025-10-24
10,1182,2025-10-31,58,20,10,2025-10-24
36,1142,2025-10-31,125,20,10,2025-10-24
33,1147,2025-10-31,96,20,10,2025-10-24
30,1132,2025-10-31,52,20,10,2025-10-24
24,1139,2025-10-31,45,20,10,2025-10-24
2,1191,2025-10-31,74,20,10,2025-10-24
19,1168,2025-10-31,124,20,10,2025-10-24
30,1183,2025-10-31,116,20,10,2025-10-24
36,1062,2025-10-31,136,20,10,2025-10-24
6,1128,2025-10-31,140,20,10,2025-10-24
14,1070,2025-10-31,21,20,10,2025-10-24
27,1152,2025-10-31,22,20,10,2025-10-24
42,1048,2025-10-31,93,20,10,2025-10-24
7,1080,2025-10-31,18,20,10,2025-10-24
38,1039,2025-10-31,27,20,10,2025-10-24
29,1176,2025-10-31,56,20,10,2025-10-24
15,1070,2025-10-31,66,20,10,2025-10-24
37,1080,2025-10-31,57,20,10,2025-10-24
14,1009,2025-10-31,18,20,10,2025-10-24
24,1029,2025-10-31,50,20,10,2025-10-24
16,1196,2025-10-31,103,20,10,2025-10-24
7,1188,2025-10-31,80,20,10,2025-10-24
2,1154,2025-10-31,141,20,10,2025-10-24
1,1118,2025-10-31,86,20,10,2025-10-24
50,1062,2025-10-31,64,20,10,2025-10-24
5,1154,2025-10-31,61,20,10,2025-10-24
23,1142,2025-10-31,143,20,10,2025-10-24
13,1177,2025-10-31,137,20,10,2025-10-24
47,1043,2025-10-31,35,20,10,2025-10-24
49,1088,2025-10-31,100,20,10,2025-10-24
23,1008,2025-10-31,81,20,10,2025-10-24
10,1025,2025-10-31,116,20,10,2025-10-24
9,1071,2025-10-31,31,20,10,2025-10-24
22,1166,2025-10-31,21,20,10,2025-10-24
9,1188,2025-10-31,104,20,10,2025-10-24
43,1172,2025-10-31,85,20,10,2025-10-24
38,1038,2025-10-31,116,20,10,2025-10-24
13,1107,2025-10-31,142,20,10,2025-10-24
2,1002,2025-10-31,28,20,10,2025-10-24
13,1082,2025-10-31,42,20,10,2025-10-24
46,1140,2025-10-31,16,20,10,2025-10-24
18,1151,2025-10-31,66,20,10,2025-10-24
12,1111,2025-10-31,46,20,10,2025-10-24
20,1009,2025-10-31,34,20,10,2025-10-24
48,1136,2025-10-31,40,20,10,2025-10-24
18,1178,2025-10-31,116,20,10,2025-10-24
35,1080,2025-10-31,24,20,10,2025-10-24
30,1023,2025-10-31,131,20,10,2025-10-24
21,1059,2025-10-31,10,20,10,2025-10-24
5,1010,2025-10-31,144,20,10,2025-10-24
17,1140,2025-10-31,37,20,10,2025-10-24
1,1190,2025-10-31,25,20,10,2025-10-24
39,1125,2025-10-31,36,20,10,2025-10-24
36,1116,2025-10-31,146,20,10,2025-10-24
30,1158,2025-10-31,32,20,10,2025-10-24
45,1074,2025-10-31,76,20,10,2025-10-24
12,1196,2025-10-31,90,20,10,2025-10-24
29,1173,2025-10-31,68,20,10,2025-10-24
43,1175,2025-10-31,89,20,10,2025-10-24
29,1043,2025-10-31,44,20,10,2025-10-24
23,1060,2025-10-31,15,20,10,2025-10-24
13,1093,2025-10-31,144,20,10,2025-10-24
25,1174,2025-10-31,56,20,10,2025-10-24
29,1186,2025-10-31,71,20,10,2025-10-24
36,1088,2025-10-31,61,20,10,2025-10-24
14,1109,2025-10-31,138,20,10,2025-10-24
20,1078,2025-10-31,39,20,10,2025-10-24
2,1152,2025-10-31,20,20,10,2025-10-24
33,1011,2025-10-31,122,20,10,2025-10-24
50,1200,2025-10-31,68,20,10,2025-10-24
3,1172,2025-10-31,126,20,10,2025-10-24
2,1079,2025-10-31,140,20,10,2025-10-24
9,1194,2025-10-31,50,20,10,2025-10-24
45,1173,2025-10-31,62,20,10,2025-10-24
10,1074,2025-10-31,84,20,10,2025-10-24
36,1017,2025-10-31,115,20,10,2025-10-24
46,1160,2025-10-31,73,20,10,2025-10-24
42,1189,2025-10-31,76,20,10,2025-10-24
33,1001,2025-10-31,32,20,10,2025-10-24
26,1064,2025-10-31,112,20,10,2025-10-24
26,1001,2025-10-31,32,20,10,2025-10-24
41,1148,2025-10-31,89,20,10,2025-10-24
49,1001,2025-10-31,90,20,10,2025-10-24
31,1006,2025-10-31,12,20,10,2025-10-24
8,1138,2025-10-31,101,20,10,2025-10-24
14,1101,2025-10-31,85,20,10,2025-10-24
14,1017,2025-10-31,88,20,10,2025-10-24
28,1017,2025-10-31,110,20,10,2025-10-24
35,1161,2025-10-31,16,20,10,2025-10-24
39,1200,2025-10-31,11,20,10,2025-10-24
46,1170,2025-10-31,129,20,10,2025-10-24
48,1127,2025-10-31,26,20,10,2025-10-24
19,1176,2025-10-31,87,20,10,2025-10-24
2,1057,2025-10-31,133,20,10,2025-10-24
17,1044,2025-10-31,110,20,10,2025-10-24
5,1053,2025-10-31,72,20,10,2025-10-24
27,1071,2025-10-31,34,20,10,2025-10-24
47,1122,2025-10-31,23,20,10,2025-10-24
1,1151,2025-10-31,14,20,10,2025-10-24
40,1048,2025-10-31,53,20,10,2025-10-24
23,1032,2025-10-31,25,20,10,2025-10-24
13,1138,2025-10-31,117,20,10,2025-10-24
23,1091,2025-10-31,40,20,10,2025-10-24
45,1165,2025-10-31,73,20,10,2025-10-24
6,1127,2025-10-31,88,20,10,2025-10-24
6,1033,2025-10-31,129,20,10,2025-10-24
24,1044,2025-10-31,142,20,10,2025-10-24
30,1050,2025-10-31,125,20,10,2025-10-24
2,1113,2025-10-31,22,20,10,2025-10-24
19,1183,2025-10-31,79,20,10,2025-10-24
30,1088,2025-10-31,55,20,10,2025-10-24
42,1038,2025-10-31,27,20,10,2025-10-24
49,1049,2025-10-31,115,20,10,2025-10-24
35,1072,2025-10-31,105,20,10,2025-10-24
24,1002,2025-10-31,132,20,10,2025-10-24
34,1035,2025-10-31,27,20,10,2025-10-24
25,1116,2025-10-31,31,20,10,2025-10-24
26,1149,2025-10-31,25,20,10,2025-10-24
32,1057,2025-10-31,56,20,10,2025-10-24
31,1023,2025-10-31,138,20,10,2025-10-24
49,1056,2025-10-31,17,20,10,2025-10-24
4,1116,2025-10-31,93,20,10,2025-10-24
33,1151,2025-10-31,73,20,10,2025-10-24
14,1046,2025-10-31,26,20,10,2025-10-24
28,1014,2025-10-31,56,20,10,2025-10-24
18,1155,2025-10-31,146,20,10,2025-10-24
14,1037,2025-10-31,61,20,10,2025-10-24
10,1110,2025-10-31,113,20,10,2025-10-24
42,1062,2025-10-31,23,20,10,2025-10-24
8,1067,2025-10-31,85,20,10,2025-10-24
37,1064,2025-10-31,144,20,10,2025-10-24
3,1080,2025-10-31,106,20,10,2025-10-24
2,1014,2025-10-31,63,20,10,2025-10-24
42,1098,2025-10-31,113,20,10,2025-10-24
28,1167,2025-10-31,47,20,10,2025-10-24
43,1133,2025-10-31,124,20,10,2025-10-24
35,1076,2025-10-31,112,20,10,2025-10-24
15,1036,2025-10-31,69,20,10,2025-10-24
31,1026,2025-10-31,48,20,10,2025-10-24
22,1076,2025-10-31,114,20,10,2025-10-24
22,1012,2025-10-31,96,20,10,2025-10-24
50,1040,2025-10-31,125,20,10,2025-10-24
24,1105,2025-10-31,149,20,10,2025-10-24
26,1063,2025-10-31,28,20,10,2025-10-24
41,1111,2025-10-31,61,20,10,2025-10-24
23,1130,2025-10-31,115,20,10,2025-10-24
46,1193,2025-10-31,110,20,10,2025-10-24
20,1132,2025-10-31,43,20,10,2025-10-24
10,1008,2025-10-31,50,20,10,2025-10-24
17,1126,2025-10-31,37,20,10,2025-10-24
39,1049,2025-10-31,59,20,10,2025-10-24
9,1029,2025-10-31,126,20,10,2025-10-24
47,1082,2025-10-31,145,20,10,2025-10-24
36,1055,2025-10-31,93,20,10,2025-10-24
33,1165,2025-10-31,110,20,10,2025-10-24
7,1095,2025-10-31,139,20,10,2025-10-24
40,1006,2025-10-31,29,20,10,2025-10-24
15,1152,2025-10-31,35,20,10,2025-10-24
47,1112,2025-10-31,11,20,10,2025-10-24
5,1028,2025-10-31,86,20,10,2025-10-24
7,1028,2025-10-31,129,20,10,2025-10-24
27,1042,2025-10-31,78,20,10,2025-10-24
26,1044,2025-10-31,70,20,10,2025-10-24
7,1065,2025-10-31,146,20,10,2025-10-24
17,1066,2025-10-31,104,20,10,2025-10-24
10,1185,2025-10-31,147,20,10,2025-10-24
1,1026,2025-10-31,71,20,10,2025-10-24
32,1195,2025-10-31,117,20,10,2025-10-24
31,1154,2025-10-31,51,20,10,2025-10-24
32,1021,2025-10-31,53,20,10,2025-10-24
25,1136,2025-10-31,77,20,10,2025-10-24
8,1165,2025-10-31,63,20,10,2025-10-24
18,1200,2025-10-31,17,20,10,2025-10-24
31,1082,2025-10-31,92,20,10,2025-10-24
47,1146,2025-10-31,23,20,10,2025-10-24
33,1164,2025-10-31,33,20,10,2025-10-24
32,1104,2025-10-31,148,20,10,2025-10-24
20,1130,2025-10-31,127,20,10,2025-10-24
42,1175,2025-10-31,20,20,10,2025-10-24
26,1163,2025-10-31,28,20,10,2025-10-24
5,1058,2025-10-31,48,20,10,2025-10-24
25,1118,2025-10-31,21,20,10,2025-10-24
30,1081,2025-10-31,84,20,10,2025-10-24
23,1182,2025-10-31,27,20,10,2025-10-24
41,1087,2025-10-31,113,20,10,2025-10-24
38,1149,2025-10-31,17,20,10,2025-10-24
5,1019,2025-10-31,142,20,10,2025-10-24
47,1159,2025-10-31,17,20,10,2025-10-24
31,1050,2025-10-31,52,20,10,2025-10-24
34,1071,2025-10-31,81,20,10,2025-10-24
48,1112,2025-10-31,138,20,10,2025-10-24
33,1024,2025-10-31,99,20,10,2025-10-24
22,1046,2025-10-31,47,20,10,2025-10-24
12,1136,2025-10-31,94,20,10,2025-10-24
41,1077,2025-10-31,106,20,10,2025-10-24
15,1003,2025-10-31,87,20,10,2025-10-24
21,1162,2025-10-31,48,20,10,2025-10-24
25,1077,2025-10-31,64,20,10,2025-10-24
34,1185,2025-10-31,95,20,10,2025-10-24
46,1084,2025-10-31,66,20,10,2025-10-24
23,1124,2025-10-31,45,20,10,2025-10-24
8,1120,2025-10-31,95,20,10,2025-10-24
2,1104,2025-10-31,133,20,10,2025-10-24
40,1061,2025-10-31,113,20,10,2025-10-24
29,1051,2025-10-31,19,20,10,2025-10-24
17,1037,2025-10-31,126,20,10,2025-10-24
45,1067,2025-10-31,13,20,10,2025-10-24
34,1024,2025-10-31,122,20,10,2025-10-24
50,1122,2025-10-31,112,20,10,2025-10-24
25,1049,2025-10-31,112,20,10,2025-10-24
14,1145,2025-10-31,61,20,10,2025-10-24
21,1149,2025-10-31,10,20,10,2025-10-24
18,1169,2025-10-31,131,20,10,2025-10-24
31,1145,2025-10-31,80,20,10,2025-10-24
1,1109,2025-10-31,92,20,10,2025-10-24
8,1102,2025-10-31,147,20,10,2025-10-24
46,1149,2025-10-31,43,20,10,2025-10-24
23,1068,2025-10-31,32,20,10,2025-10-24
3,1192,2025-10-31,57,20,10,2025-10-24
25,1185,2025-10-31,36,20,10,2025-10-24
5,1153,2025-10-31,19,20,10,2025-10-24
15,1166,2025-10-31,106,20,10,2025-10-24
22,1108,2025-10-31,70,20,10,2025-10-24
25,1034,2025-10-31,85,20,10,2025-10-24
23,1126,2025-10-31,40,20,10,2025-10-24
28,1113,2025-10-31,13,20,10,2025-10-24
41,1110,2025-10-31,126,20,10,2025-10-24
35,1174,2025-10-31,80,20,10,2025-10-24
4,1070,2025-10-31,71,20,10,2025-10-24
29,1138,2025-10-31,96,20,10,2025-10-24
27,1088,2025-10-31,44,20,10,2025-10-24
41,1018,2025-10-31,65,20,10,2025-10-24
41,1161,2025-10-31,85,20,10,2025-10-24
5,1135,2025-10-31,54,20,10,2025-10-24
26,1112,2025-10-31,79,20,10,2025-10-24
45,1157,2025-10-31,66,20,10,2025-10-24
32,1083,2025-10-31,96,20,10,2025-10-24
26,1003,2025-10-31,45,20,10,2025-10-24
19,1108,2025-10-31,75,20,10,2025-10-24
27,1194,2025-10-31,84,20,10,2025-10-24
12,1063,2025-10-31,80,20,10,2025-10-24
22,1107,2025-10-31,70,20,10,2025-10-24
36,1050,2025-10-31,29,20,10,2025-10-24
46,1052,2025-10-31,127,20,10,2025-10-24
12,1199,2025-10-31,141,20,10,2025-10-24
7,1038,2025-10-31,15,20,10,2025-10-24
29,1044,2025-10-31,131,20,10,2025-10-24
34,1089,2025-10-31,127,20,10,2025-10-24
19,1024,2025-10-31,56,20,10,2025-10-24
39,1126,2025-10-31,112,20,10,2025-10-24
27,1136,2025-10-31,147,20,10,2025-10-24
26,1045,2025-10-31,82,20,10,2025-10-24
23,1180,2025-10-31,104,20,10,2025-10-24
32,1129,2025-10-31,95,20,10,2025-10-24
27,1087,2025-10-31,94,20,10,2025-10-24
5,1116,2025-10-31,75,20,10,2025-10-24
14,1064,2025-10-31,40,20,10,2025-10-24
21,1056,2025-10-31,125,20,10,2025-10-24
4,1092,2025-10-31,17,20,10,2025-10-24
29,1033,2025-10-31,24,20,10,2025-10-24
44,1179,2025-10-31,118,20,10,2025-10-24
13,1086,2025-10-31,131,20,10,2025-10-24
32,1192,2025-10-31,62,20,10,2025-10-24
5,1035,2025-10-31,144,20,10,2025-10-24
24,1083,2025-10-31,104,20,10,2025-10-24
13,1029,2025-10-31,121,20,10,2025-10-24
32,1151,2025-10-31,88,20,10,2025-10-24
26,1083,2025-10-31,127,20,10,2025-10-24
14,1080,2025-10-31,76,20,10,2025-10-24
30,1095,2025-10-31,142,20,10,2025-10-24
36,1144,2025-10-31,110,20,10,2025-10-24
36,1154,2025-10-31,113,20,10,2025-10-24
18,1122,2025-10-31,57,20,10,2025-10-24
42,1124,2025-10-31,104,20,10,2025-10-24
29,1023,2025-10-31,99,20,10,2025-10-24
22,1185,2025-10-31,26,20,10,2025-10-24
33,1137,2025-10-31,137,20,10,2025-10-24
23,1136,2025-10-31,144,20,10,2025-10-24
44,1013,2025-10-31,144,20,10,2025-10-24
12,1171,2025-10-31,82,20,10,2025-10-24
10,1029,2025-10-31,65,20,10,2025-10-24
47,1003,2025-10-31,37,20,10,2025-10-24
33,1074,2025-10-31,55,20,10,2025-10-24
10,1196,2025-10-31,44,20,10,2025-10-24
8,1081,2025-10-31,53,20,10,2025-10-24
16,1065,2025-10-31,56,20,10,2025-10-24
38,1185,2025-10-31,46,20,10,2025-10-24
13,1173,2025-10-31,42,20,10,2025-10-24
2,1143,2025-10-31,15,20,10,2025-10-24
3,1182,2025-10-31,42,20,10,2025-10-24
10,1117,2025-10-31,73,20,10,2025-10-24
33,1130,2025-10-31,105,20,10,2025-10-24
19,1082,2025-10-31,73,20,10,2025-10-24
47,1192,2025-10-31,81,20,10,2025-10-24
28,1028,2025-10-31,139,20,10,2025-10-24
44,1094,2025-10-31,124,20,10,2025-10-24
23,1188,2025-10-31,130,20,10,2025-10-24
16,1003,2025-10-31,112,20,10,2025-10-24
17,1106,2025-10-31,91,20,10,2025-10-24
31,1029,2025-10-31,89,20,10,2025-10-24
5,1013,2025-10-31,98,20,10,2025-10-24
50,1129,2025-10-31,68,20,10,2025-10-24
23,1029,2025-10-31,114,20,10,2025-10-24
20,1178,2025-10-31,145,20,10,2025-10-24
6,1037,2025-10-31,147,20,10,2025-10-24
46,1001,2025-10-31,44,20,10,2025-10-24
43,1108,2025-10-31,97,20,10,2025-10-24
15,1069,2025-10-31,46,20,10,2025-10-24
16,1176,2025-10-31,73,20,10,2025-10-24
44,1183,2025-10-31,126,20,10,2025-10-24
19,1194,2025-10-31,146,20,10,2025-10-24
10,1111,2025-10-31,40,20,10,2025-10-24
35,1063,2025-10-31,56,20,10,2025-10-24
12,1022,2025-10-31,37,20,10,2025-10-24
31,1094,2025-10-31,33,20,10,2025-10-24
28,1011,2025-10-31,128,20,10,2025-10-24
14,1136,2025-10-31,142,20,10,2025-10-24
39,1053,2025-10-31,130,20,10,2025-10-24
12,1095,2025-10-31,104,20,10,2025-10-24
12,1029,2025-10-31,34,20,10,2025-10-24
32,1082,2025-10-31,88,20,10,2025-10-24
16,1007,2025-10-31,137,20,10,2025-10-24
27,1106,2025-10-31,119,20,10,2025-10-24
25,1021,2025-10-31,31,20,10,2025-10-24
13,1195,2025-10-31,141,20,10,2025-10-24
8,1096,2025-10-31,101,20,10,2025-10-24
37,1168,2025-10-31,138,20,10,2025-10-24
17,1010,2025-10-31,52,20,10,2025-10-24
15,1136,2025-10-31,42,20,10,2025-10-24
40,1114,2025-10-31,131,20,10,2025-10-24
5,1004,2025-10-31,121,20,10,2025-10-24
11,1157,2025-10-31,37,20,10,2025-10-24
16,1140,2025-10-31,102,20,10,2025-10-24
13,1100,2025-10-31,142,20,10,2025-10-24
13,1179,2025-10-31,95,20,10,2025-10-24
16,1062,2025-10-31,114,20,10,2025-10-24
44,1026,2025-10-31,25,20,10,2025-10-24
3,1155,2025-10-31,93,20,10,2025-10-24
15,1072,2025-10-31,88,20,10,2025-10-24
40,1011,2025-10-31,34,20,10,2025-10-24
5,1033,2025-10-31,66,20,10,2025-10-24
21,1041,2025-10-31,36,20,10,2025-10-24
17,1040,2025-10-31,129,20,10,2025-10-24
33,1174,2025-10-31,109,20,10,2025-10-24
47,1004,2025-10-31,32,20,10,2025-10-24
24,1011,2025-10-31,63,20,10,2025-10-24
14,1155,2025-10-31,67,20,10,2025-10-24
3,1008,2025-10-31,35,20,10,2025-10-24
18,1149,2025-10-31,81,20,10,2025-10-24
2,1127,2025-10-31,29,20,10,2025-10-24
28,1127,2025-10-31,31,20,10,2025-10-24
32,1005,2025-10-31,70,20,10,2025-10-24
7,1190,2025-10-31,28,20,10,2025-10-24
11,1032,2025-10-31,77,20,10,2025-10-24
45,1089,2025-10-31,78,20,10,2025-10-24
39,1058,2025-10-31,118,20,10,2025-10-24
25,1019,2025-10-31,121,20,10,2025-10-24
20,1133,2025-10-31,149,20,10,2025-10-24
48,1111,2025-10-31,46,20,10,2025-10-24
6,1108,2025-10-31,136,20,10,2025-10-24
3,1064,2025-10-31,35,20,10,2025-10-24
29,1005,2025-10-31,84,20,10,2025-10-24
9,1146,2025-10-31,84,20,10,2025-10-24
49,1072,2025-10-31,60,20,10,2025-10-24
45,1141,2025-10-31,148,20,10,2025-10-24
41,1105,2025-10-31,113,20,10,2025-10-24
27,1074,2025-10-31,144,20,10,2025-10-24
41,1185,2025-10-31,65,20,10,2025-10-24
1,1036,2025-10-31,42,20,10,2025-10-24
8,1159,2025-10-31,117,20,10,2025-10-24
20,1093,2025-10-31,15,20,10,2025-10-24
25,1109,2025-10-31,54,20,10,2025-10-24
1,1160,2025-10-31,19,20,10,2025-10-24
18,1113,2025-10-31,128,20,10,2025-10-24
30,1011,2025-10-31,31,20,10,2025-10-24
14,1147,2025-10-31,44,20,10,2025-10-24
44,1188,2025-10-31,18,20,10,2025-10-24
41,1115,2025-10-31,20,20,10,2025-10-24
35,1144,2025-10-31,11,20,10,2025-10-24
42,1026,2025-10-31,44,20,10,2025-10-24
8,1109,2025-10-31,147,20,10,2025-10-24
20,1134,2025-10-31,54,20,10,2025-10-24
33,1029,2025-10-31,105,20,10,2025-10-24
12,1017,2025-10-31,149,20,10,2025-10-24
33,1148,2025-10-31,60,20,10,2025-10-24
50,1110,2025-10-31,54,20,10,2025-10-24
5,1175,2025-10-31,89,20,10,2025-10-24
44,1074,2025-10-31,64,20,10,2025-10-24
11,1198,2025-10-31,92,20,10,2025-10-24
36,1096,2025-10-31,43,20,10,2025-10-24
40,1002,2025-10-31,42,20,10,2025-10-24
40,1091,2025-10-31,99,20,10,2025-10-24
40,1147,2025-10-31,16,20,10,2025-10-24
12,1041,2025-10-31,109,20,10,2025-10-24
3,1031,2025-10-31,41,20,10,2025-10-24
21,1151,2025-10-31,100,20,10,2025-10-24
26,1190,2025-10-31,27,20,10,2025-10-24
15,1163,2025-10-31,70,20,10,2025-10-24
22,1142,2025-10-31,45,20,10,2025-10-24
46,1177,2025-10-31,48,20,10,2025-10-24
34,1051,2025-10-31,108,20,10,2025-10-24
10,1190,2025-10-31,86,20,10,2025-10-24
38,1005,2025-10-31,42,20,10,2025-10-24
37,1195,2025-10-31,101,20,10,2025-10-24
27,1001,2025-10-31,93,20,10,2025-10-24
48,1190,2025-10-31,29,20,10,2025-10-24
48,1104,2025-10-31,86,20,10,2025-10-24
44,1101,2025-10-31,143,20,10,2025-10-24
32,1128,2025-10-31,40,20,10,2025-10-24
27,1097,2025-10-31,116,20,10,2025-10-24
9,1049,2025-10-31,58,20,10,2025-10-24
9,1145,2025-10-31,123,20,10,2025-10-24
31,1095,2025-10-31,120,20,10,2025-10-24
37,1035,2025-10-31,105,20,10,2025-10-24
35,1105,2025-10-31,95,20,10,2025-10-24
47,1106,2025-10-31,146,20,10,2025-10-24
45,1168,2025-10-31,21,20,10,2025-10-24
33,1012,2025-10-31,18,20,10,2025-10-24
